Recency,Frequency,Monetary,R,F,M,RFM_Group,RFM_Score,Segment
87,1,364.5,2,1,2,212,5,At Risk / Hibernating
1,3,563.94,5,3,3,533,11,Loyal Customers
46,1,393.54,3,1,2,312,6,At Risk / Hibernating
333,1,252.42000000000002,1,1,2,112,4,Lost
366,1,201.60000000000002,1,1,1,111,3,Lost
72,1,158.04,3,1,1,311,5,At Risk / Hibernating
158,2,473.81,2,3,2,232,7,At Risk / Hibernating
373,1,115.65,1,1,1,111,3,Lost
12,7,1960.1100000000001,5,5,4,554,14,Champions
255,2,777.02,1,3,3,133,7,At Risk / Hibernating
29,2,277.05,4,3,2,432,9,Potential Loyalist
31,10,2766.5,4,5,5,455,14,Champions
5,22,8347.2,5,5,5,555,15,Champions
40,1,427.93,3,1,2,312,6,At Risk / Hibernating
362,1,418.92,1,1,2,112,4,Lost
373,1,326.0,1,1,2,112,4,Lost
96,2,913.19,2,3,3,233,8,Potential Loyalist
26,7,2314.32,4,5,5,455,14,Champions
75,2,602.51,2,3,3,233,8,Potential Loyalist
57,4,1877.59,3,4,4,344,11,Loyal Customers
21,1,446.94000000000005,4,1,2,412,7,At Risk / Hibernating
41,7,2386.05,3,5,5,355,13,Loyal Customers
137,1,2007.3999999999999,2,1,4,214,7,At Risk / Hibernating
8,12,2415.91,5,5,5,555,15,Champions
129,1,168.0,2,1,1,211,4,Lost
40,3,1233.3600000000001,3,3,4,334,10,Potential Loyalist
169,7,3703.29,2,5,5,255,12,Loyal Customers
9,5,1690.2600000000002,5,4,4,544,13,Loyal Customers
214,2,596.85,1,3,3,133,7,At Risk / Hibernating
15,6,5955.71,4,5,5,455,14,Champions
170,2,642.41,2,3,3,233,8,Potential Loyalist
40,1,316.88,3,1,2,312,6,At Risk / Hibernating
186,1,394.14,1,1,2,112,4,Lost
270,1,140.54,1,1,1,111,3,Lost
172,1,500.0,2,1,3,213,6,At Risk / Hibernating
5,4,1535.53,5,4,4,544,13,Loyal Customers
16,2,231.86,4,3,1,431,8,Potential Loyalist
10,4,2183.54,5,4,5,545,14,Champions
326,1,107.45,1,1,1,111,3,Lost
113,1,288.18,2,1,2,212,5,At Risk / Hibernating
290,1,94.0,1,1,1,111,3,Lost
16,2,1345.53,4,3,4,434,11,Loyal Customers
1,3,815.77,5,3,3,533,11,Loyal Customers
92,5,716.2,2,4,3,243,9,Potential Loyalist
149,2,626.35,2,3,3,233,8,Potential Loyalist
189,1,349.1,1,1,2,112,4,Lost
31,2,510.71000000000004,4,3,3,433,10,Potential Loyalist
34,4,1056.44,3,4,4,344,11,Loyal Customers
264,1,267.18,1,1,2,112,4,Lost
84,8,3450.84,2,5,5,255,12,Loyal Customers
26,4,1358.88,4,4,4,444,12,Loyal Customers
171,1,190.53,2,1,1,211,4,Lost
10,3,774.9000000000001,5,3,3,533,11,Loyal Customers
313,1,572.8100000000001,1,1,3,113,5,At Risk / Hibernating
65,4,3984.32,3,4,5,345,12,Loyal Customers
85,1,508.8,2,1,3,213,6,At Risk / Hibernating
25,1,135.86,4,1,1,411,6,At Risk / Hibernating
59,4,950.36,3,4,4,344,11,Loyal Customers
323,2,97.7,1,3,1,131,5,At Risk / Hibernating
38,1,43.5,3,1,1,311,5,At Risk / Hibernating
254,2,383.34,1,3,2,132,6,At Risk / Hibernating
19,5,1447.39,4,4,4,444,12,Loyal Customers
33,3,1483.14,4,3,4,434,11,Loyal Customers
15,1,93.78,4,1,1,411,6,At Risk / Hibernating
27,2,397.35,4,3,2,432,9,Potential Loyalist
23,1,171.19,4,1,1,411,6,At Risk / Hibernating
214,2,533.3,1,3,3,133,7,At Risk / Hibernating
8,5,1041.48,5,4,4,544,13,Loyal Customers
22,1,149.29,4,1,1,411,6,At Risk / Hibernating
12,3,1122.53,5,3,4,534,12,Loyal Customers
262,1,200.16,1,1,1,111,3,Lost
131,1,156.57999999999998,2,1,1,211,4,Lost
55,3,383.68,3,3,2,332,8,Potential Loyalist
249,1,594.0,1,1,3,113,5,At Risk / Hibernating
2,7,3236.91,5,5,5,555,15,Champions
9,2,1418.26,5,3,4,534,12,Loyal Customers
264,1,113.5,1,1,1,111,3,Lost
331,1,155.17,1,1,1,111,3,Lost
313,1,494.64,1,1,3,113,5,At Risk / Hibernating
26,3,974.52,4,3,4,434,11,Loyal Customers
30,1,429.84,4,1,2,412,7,At Risk / Hibernating
30,3,538.73,4,3,3,433,10,Potential Loyalist
2,7,1388.37,5,5,4,554,14,Champions
362,1,179.1,1,1,1,111,3,Lost
283,3,447.22,1,3,2,132,6,At Risk / Hibernating
262,1,237.07,1,1,1,111,3,Lost
25,1,161.64,4,1,1,411,6,At Risk / Hibernating
354,1,216.76,1,1,1,111,3,Lost
94,3,234.6,2,3,1,231,6,At Risk / Hibernating
29,1,126.14,4,1,1,411,6,At Risk / Hibernating
338,1,1048.85,1,1,4,114,6,At Risk / Hibernating
20,18,7354.62,4,5,5,455,14,Champions
85,1,334.53,2,1,2,212,5,At Risk / Hibernating
9,3,524.88,5,3,3,533,11,Loyal Customers
51,2,467.51,3,3,2,332,8,Potential Loyalist
50,2,538.55,3,3,3,333,9,Potential Loyalist
2,1,469.48,5,1,2,512,8,Potential Loyalist
113,1,371.56,2,1,2,212,5,At Risk / Hibernating
14,7,1771.2,5,5,4,554,14,Champions
77,1,454.10999999999996,2,1,2,212,5,At Risk / Hibernating
40,2,1441.42,3,3,4,334,10,Potential Loyalist
116,1,905.5,2,1,3,213,6,At Risk / Hibernating
16,11,11014.96,4,5,5,455,14,Champions
161,4,233.81,2,4,1,241,7,At Risk / Hibernating
1,4,3594.31,5,4,5,545,14,Champions
30,3,2575.0,4,3,5,435,12,Loyal Customers
93,1,91.32000000000001,2,1,1,211,4,Lost
23,3,1134.28,4,3,4,434,11,Loyal Customers
95,6,3100.09,2,5,5,255,12,Loyal Customers
28,2,659.4599999999999,4,3,3,433,10,Potential Loyalist
33,5,2001.8,4,4,4,444,12,Loyal Customers
21,2,1299.23,4,3,4,434,11,Loyal Customers
18,2,1262.2,4,3,4,434,11,Loyal Customers
3,27,13316.4,5,5,5,555,15,Champions
8,4,1131.56,5,4,4,544,13,Loyal Customers
16,10,6923.98,4,5,5,455,14,Champions
363,1,147.09,1,1,1,111,3,Lost
81,1,52.83,2,1,1,211,4,Lost
53,5,3610.96,3,4,5,345,12,Loyal Customers
23,3,979.26,4,3,4,434,11,Loyal Customers
172,1,492.36,2,1,3,213,6,At Risk / Hibernating
189,6,1000.27,1,5,4,154,10,Potential Loyalist
331,1,250.0,1,1,2,112,4,Lost
12,5,909.23,5,4,3,543,12,Loyal Customers
156,2,121.0,2,3,1,231,6,At Risk / Hibernating
33,19,14758.220000000001,4,5,5,455,14,Champions
12,11,4139.46,5,5,5,555,15,Champions
45,3,62.43,3,3,1,331,7,At Risk / Hibernating
233,1,267.03,1,1,2,112,4,Lost
64,8,1942.45,3,5,4,354,12,Loyal Customers
2,1,343.5,5,1,2,512,8,Potential Loyalist
40,8,3000.2,3,5,5,355,13,Loyal Customers
33,2,398.84,4,3,2,432,9,Potential Loyalist
84,1,412.01000000000005,2,1,2,212,5,At Risk / Hibernating
25,1,440.0,4,1,2,412,7,At Risk / Hibernating
2,3,823.42,5,3,3,533,11,Loyal Customers
33,2,148.44,4,3,1,431,8,Potential Loyalist
19,8,2429.78,4,5,5,455,14,Champions
254,1,229.33,1,1,1,111,3,Lost
23,11,3992.68,4,5,5,455,14,Champions
22,4,1502.35,4,4,4,444,12,Loyal Customers
8,2,2007.44,5,3,4,534,12,Loyal Customers
25,4,1571.03,4,4,4,444,12,Loyal Customers
19,3,807.57,4,3,3,433,10,Potential Loyalist
173,4,536.4,2,4,3,243,9,Potential Loyalist
163,1,110.92,2,1,1,211,4,Lost
7,1,538.46,5,1,3,513,9,Potential Loyalist
11,1,213.3,5,1,1,511,7,At Risk / Hibernating
114,1,85.13000000000001,2,1,1,211,4,Lost
288,1,127.86,1,1,1,111,3,Lost
9,9,3546.71,5,5,5,555,15,Champions
54,2,292.71999999999997,3,3,2,332,8,Potential Loyalist
7,14,4954.84,5,5,5,555,15,Champions
77,3,1689.51,2,3,4,234,9,Potential Loyalist
4,4,575.63,5,4,3,543,12,Loyal Customers
37,1,436.06,3,1,2,312,6,At Risk / Hibernating
217,1,90.12,1,1,1,111,3,Lost
60,1,437.23,3,1,2,312,6,At Risk / Hibernating
278,1,217.2,1,1,1,111,3,Lost
12,16,4802.18,5,5,5,555,15,Champions
24,1,279.77,4,1,2,412,7,At Risk / Hibernating
29,1,473.65000000000003,4,1,2,412,7,At Risk / Hibernating
12,4,800.59,5,4,3,543,12,Loyal Customers
352,1,134.55,1,1,1,111,3,Lost
22,3,1361.44,4,3,4,434,11,Loyal Customers
50,2,173.16,3,3,1,331,7,At Risk / Hibernating
19,1,186.01,4,1,1,411,6,At Risk / Hibernating
3,3,758.29,5,3,3,533,11,Loyal Customers
104,5,1375.71,2,4,4,244,10,Potential Loyalist
7,12,4165.52,5,5,5,555,15,Champions
12,4,650.4300000000001,5,4,3,543,12,Loyal Customers
5,7,2552.86,5,5,5,555,15,Champions
32,2,599.5,4,3,3,433,10,Potential Loyalist
178,4,702.25,2,4,3,243,9,Potential Loyalist
38,1,940.6700000000001,3,1,4,314,8,Potential Loyalist
151,3,258.88,2,3,2,232,7,At Risk / Hibernating
162,1,127.1,2,1,1,211,4,Lost
69,2,348.6,3,3,2,332,8,Potential Loyalist
156,10,721.63,2,5,3,253,10,Potential Loyalist
25,3,682.9100000000001,4,3,3,433,10,Potential Loyalist
24,4,725.11,4,4,3,443,11,Loyal Customers
177,1,455.3,2,1,2,212,5,At Risk / Hibernating
50,4,913.6800000000001,3,4,3,343,10,Potential Loyalist
256,3,478.53000000000003,1,3,2,132,6,At Risk / Hibernating
47,1,388.58,3,1,2,312,6,At Risk / Hibernating
71,1,199.8,3,1,1,311,5,At Risk / Hibernating
16,5,1771.78,4,4,4,444,12,Loyal Customers
101,5,1406.59,2,4,4,244,10,Potential Loyalist
35,1,324.57,3,1,2,312,6,At Risk / Hibernating
53,1,240.68,3,1,1,311,5,At Risk / Hibernating
27,2,761.74,4,3,3,433,10,Potential Loyalist
11,14,6776.56,5,5,5,555,15,Champions
8,9,1297.8700000000001,5,5,4,554,14,Champions
79,1,48.480000000000004,2,1,1,211,4,Lost
52,1,216.39,3,1,1,311,5,At Risk / Hibernating
36,5,1198.23,3,4,4,344,11,Loyal Customers
61,9,2920.16,3,5,5,355,13,Loyal Customers
337,1,104.76,1,1,1,111,3,Lost
28,4,1093.68,4,4,4,444,12,Loyal Customers
184,1,298.48,1,1,2,112,4,Lost
52,1,112.46000000000001,3,1,1,311,5,At Risk / Hibernating
10,11,1570.45,5,5,4,554,14,Champions
36,2,195.15,3,3,1,331,7,At Risk / Hibernating
10,23,10399.74,5,5,5,555,15,Champions
33,4,776.851,4,4,3,443,11,Loyal Customers
11,1,336.40000000000003,5,1,2,512,8,Potential Loyalist
57,3,1553.18,3,3,4,334,10,Potential Loyalist
4,4,1293.03,5,4,4,544,13,Loyal Customers
43,9,3709.56,3,5,5,355,13,Loyal Customers
141,1,301.03,2,1,2,212,5,At Risk / Hibernating
117,4,588.13,2,4,3,243,9,Potential Loyalist
104,4,1534.26,2,4,4,244,10,Potential Loyalist
75,2,675.8,2,3,3,233,8,Potential Loyalist
5,9,2870.2400000000002,5,5,5,555,15,Champions
45,2,1186.35,3,3,4,334,10,Potential Loyalist
16,8,3285.31,4,5,5,455,14,Champions
17,1,243.55,4,1,1,411,6,At Risk / Hibernating
90,2,724.76,2,3,3,233,8,Potential Loyalist
53,1,223.36,3,1,1,311,5,At Risk / Hibernating
134,1,425.32,2,1,2,212,5,At Risk / Hibernating
4,15,12515.66,5,5,5,555,15,Champions
105,4,1887.2,2,4,4,244,10,Potential Loyalist
192,3,664.0,1,3,3,133,7,At Risk / Hibernating
166,4,813.0,2,4,3,243,9,Potential Loyalist
19,1,611.59,4,1,3,413,8,Potential Loyalist
158,3,447.64000000000004,2,3,2,232,7,At Risk / Hibernating
204,2,657.35,1,3,3,133,7,At Risk / Hibernating
336,2,816.0,1,3,3,133,7,At Risk / Hibernating
37,3,646.3,3,3,3,333,9,Potential Loyalist
91,1,337.74,2,1,2,212,5,At Risk / Hibernating
93,2,877.4399999999999,2,3,3,233,8,Potential Loyalist
9,2,922.53,5,3,3,533,11,Loyal Customers
243,1,560.67,1,1,3,113,5,At Risk / Hibernating
45,4,748.5,3,4,3,343,10,Potential Loyalist
23,1,30.0,4,1,1,411,6,At Risk / Hibernating
190,5,1024.1000000000001,1,4,4,144,9,Potential Loyalist
44,1,306.45,3,1,2,312,6,At Risk / Hibernating
25,9,1600.86,4,5,4,454,13,Loyal Customers
317,2,309.8,1,3,2,132,6,At Risk / Hibernating
106,1,138.14,2,1,1,211,4,Lost
51,1,386.43,3,1,2,312,6,At Risk / Hibernating
168,2,2242.01,2,3,5,235,10,Potential Loyalist
40,1,301.32,3,1,2,312,6,At Risk / Hibernating
218,1,76.32000000000001,1,1,1,111,3,Lost
40,4,684.34,3,4,3,343,10,Potential Loyalist
297,1,173.05,1,1,1,111,3,Lost
19,7,2657.13,4,5,5,455,14,Champions
88,4,2881.02,2,4,5,245,11,Loyal Customers
73,4,2111.89,2,4,5,245,11,Loyal Customers
81,3,323.69,2,3,2,232,7,At Risk / Hibernating
19,3,3435.76,4,4,5,445,13,Loyal Customers
49,1,657.23,3,1,3,313,7,At Risk / Hibernating
53,1,352.7,3,1,2,312,6,At Risk / Hibernating
24,4,781.28,4,4,3,443,11,Loyal Customers
9,3,1333.68,5,4,4,544,13,Loyal Customers
25,5,1426.16,4,4,4,444,12,Loyal Customers
117,1,193.75,2,1,1,211,4,Lost
9,9,2993.1,5,5,5,555,15,Champions
120,2,254.1,2,3,2,232,7,At Risk / Hibernating
4,2,239.76,5,3,1,531,9,Potential Loyalist
252,1,136.8,1,1,1,111,3,Lost
28,1,191.04,4,1,1,411,6,At Risk / Hibernating
1,13,6464.4,5,5,5,555,15,Champions
267,2,409.98,1,3,2,132,6,At Risk / Hibernating
33,8,2736.46,4,5,5,455,14,Champions
18,1,309.65,4,1,2,412,7,At Risk / Hibernating
172,2,696.68,2,3,3,233,8,Potential Loyalist
2,4,1542.14,5,4,4,544,13,Loyal Customers
265,1,211.5,1,1,1,111,3,Lost
140,4,2293.62,2,4,5,245,11,Loyal Customers
201,1,143.1,1,1,1,111,3,Lost
64,4,1060.56,3,4,4,344,11,Loyal Customers
35,4,945.58,3,4,4,344,11,Loyal Customers
41,7,3364.2400000000002,3,5,5,355,13,Loyal Customers
284,1,133.25,1,1,1,111,3,Lost
9,5,1072.3600000000001,5,4,4,544,13,Loyal Customers
143,2,356.7,2,3,2,232,7,At Risk / Hibernating
12,2,330.88,5,3,2,532,10,Potential Loyalist
146,4,1118.81,2,4,4,244,10,Potential Loyalist
234,1,150.3,1,1,1,111,3,Lost
33,13,5043.96,4,5,5,455,14,Champions
24,1,598.73,4,2,3,423,9,Potential Loyalist
12,1,507.08,5,2,3,523,10,Potential Loyalist
36,5,2222.56,3,4,5,345,12,Loyal Customers
365,1,203.1,1,2,1,121,4,Lost
201,2,218.25,1,3,1,131,5,At Risk / Hibernating
15,1,415.25,4,2,2,422,8,Potential Loyalist
17,7,5178.96,4,5,5,455,14,Champions
213,1,85.0,1,2,1,121,4,Lost
66,3,1120.88,3,4,4,344,11,Loyal Customers
212,2,294.12,1,3,2,132,6,At Risk / Hibernating
283,1,162.3,1,2,1,121,4,Lost
115,2,1339.45,2,3,4,234,9,Potential Loyalist
15,8,1205.1200000000001,4,5,4,454,13,Loyal Customers
19,16,4812.42,4,5,5,455,14,Champions
66,1,449.12,3,2,2,322,7,At Risk / Hibernating
49,1,154.88,3,2,1,321,6,At Risk / Hibernating
16,4,784.46,4,4,3,443,11,Loyal Customers
78,1,34.8,2,2,1,221,5,At Risk / Hibernating
19,4,1094.59,4,4,4,444,12,Loyal Customers
134,1,196.88,2,2,1,221,5,At Risk / Hibernating
13,3,974.04,5,4,4,544,13,Loyal Customers
40,1,149.31,3,2,1,321,6,At Risk / Hibernating
235,3,44534.3,1,4,5,145,10,Potential Loyalist
3,8,2465.48,5,5,5,555,15,Champions
40,7,2637.38,3,5,5,355,13,Loyal Customers
305,1,79.2,1,2,1,121,4,Lost
51,3,458.57,3,4,2,342,9,Potential Loyalist
10,6,2364.25,5,5,5,555,15,Champions
61,4,532.96,3,4,3,343,10,Potential Loyalist
66,2,714.42,3,3,3,333,9,Potential Loyalist
25,1,205.25,4,2,1,421,7,At Risk / Hibernating
218,3,253.04,1,4,2,142,7,At Risk / Hibernating
65,2,583.75,3,3,3,333,9,Potential Loyalist
32,2,1086.92,4,3,4,434,11,Loyal Customers
88,6,3279.97,2,5,5,255,12,Loyal Customers
64,1,315.06,3,2,2,322,7,At Risk / Hibernating
116,3,621.8299999999999,2,4,3,243,9,Potential Loyalist
7,26,56252.72,5,5,5,555,15,Champions
6,1,635.6800000000001,5,2,3,523,10,Potential Loyalist
69,1,270.8,3,2,2,322,7,At Risk / Hibernating
245,1,104.9,1,2,1,121,4,Lost
133,1,241.62,2,2,1,221,5,At Risk / Hibernating
241,4,1047.11,1,4,4,144,9,Potential Loyalist
184,3,475.28000000000003,1,4,2,142,7,At Risk / Hibernating
25,3,345.46,4,4,2,442,10,Potential Loyalist
10,3,2614.7400000000002,5,4,5,545,14,Champions
11,1,246.3,5,2,1,521,8,Potential Loyalist
33,5,2328.9700000000003,4,4,5,445,13,Loyal Customers
46,3,4932.2,3,4,5,345,12,Loyal Customers
26,3,948.05,4,4,4,444,12,Loyal Customers
358,1,351.3,1,2,2,122,5,At Risk / Hibernating
10,1,220.85,5,2,1,521,8,Potential Loyalist
44,2,1612.69,3,3,4,334,10,Potential Loyalist
15,3,965.61,4,4,4,444,12,Loyal Customers
150,1,610.01,2,2,3,223,7,At Risk / Hibernating
1,8,2710.56,5,5,5,555,15,Champions
113,3,2192.4,2,4,5,245,11,Loyal Customers
76,3,884.14,2,4,3,243,9,Potential Loyalist
107,2,699.08,2,3,3,233,8,Potential Loyalist
46,3,1063.95,3,4,4,344,11,Loyal Customers
51,1,415.82000000000005,3,2,2,322,7,At Risk / Hibernating
1,13,4206.39,5,5,5,555,15,Champions
23,17,5528.4800000000005,4,5,5,455,14,Champions
46,3,784.58,3,4,3,343,10,Potential Loyalist
50,3,903.9,3,4,3,343,10,Potential Loyalist
306,4,3734.9700000000003,1,4,5,145,10,Potential Loyalist
36,5,515.77,3,4,3,343,10,Potential Loyalist
79,4,1391.98,2,4,4,244,10,Potential Loyalist
22,6,2218.62,4,5,5,455,14,Champions
107,5,1801.14,2,4,4,244,10,Potential Loyalist
208,2,1303.9099999999999,1,3,4,134,8,Potential Loyalist
17,4,1945.33,4,4,4,444,12,Loyal Customers
64,5,2100.6,3,4,5,345,12,Loyal Customers
49,4,1905.45,3,4,4,344,11,Loyal Customers
320,1,206.98,1,2,1,121,4,Lost
44,2,570.96,3,3,3,333,9,Potential Loyalist
3,2,885.47,5,3,3,533,11,Loyal Customers
172,1,532.94,2,2,3,223,7,At Risk / Hibernating
56,3,1654.31,3,4,4,344,11,Loyal Customers
73,14,1836.0900000000001,2,5,4,254,11,Loyal Customers
99,2,636.14,2,3,3,233,8,Potential Loyalist
38,1,576.0,3,2,3,323,8,Potential Loyalist
58,3,801.76,3,4,3,343,10,Potential Loyalist
254,1,836.79,1,2,3,123,6,At Risk / Hibernating
70,4,2231.25,3,4,5,345,12,Loyal Customers
44,4,954.09,3,4,4,344,11,Loyal Customers
50,1,137.37,3,2,1,321,6,At Risk / Hibernating
65,1,391.98,3,2,2,322,7,At Risk / Hibernating
11,19,33643.08,5,5,5,555,15,Champions
33,3,1048.49,4,4,4,444,12,Loyal Customers
59,2,355.56,3,3,2,332,8,Potential Loyalist
73,4,1224.06,2,4,4,244,10,Potential Loyalist
304,1,118.95000000000002,1,2,1,121,4,Lost
46,1,130.73999999999998,3,2,1,321,6,At Risk / Hibernating
18,8,3711.77,4,5,5,455,14,Champions
38,2,389.27,3,3,2,332,8,Potential Loyalist
19,2,238.85,4,3,1,431,8,Potential Loyalist
187,2,160.71,1,3,1,131,5,At Risk / Hibernating
52,1,110.8,3,2,1,321,6,At Risk / Hibernating
4,12,2974.65,5,5,5,555,15,Champions
137,5,712.24,2,4,3,243,9,Potential Loyalist
4,27,16386.31,5,5,5,555,15,Champions
19,1,297.0,4,2,2,422,8,Potential Loyalist
16,5,1438.85,4,4,4,444,12,Loyal Customers
41,8,977.21,3,5,4,354,12,Loyal Customers
12,8,3165.36,5,5,5,555,15,Champions
8,4,832.88,5,4,3,543,12,Loyal Customers
26,2,68.84,4,3,1,431,8,Potential Loyalist
22,6,1936.3200000000002,4,5,4,454,13,Loyal Customers
41,3,895.13,3,4,3,343,10,Potential Loyalist
101,1,230.53,2,2,1,221,5,At Risk / Hibernating
5,15,3806.1,5,5,5,555,15,Champions
277,2,149.64,1,3,1,131,5,At Risk / Hibernating
33,1,354.09000000000003,4,2,2,422,8,Potential Loyalist
15,2,360.93,4,3,2,432,9,Potential Loyalist
64,7,4405.88,3,5,5,355,13,Loyal Customers
2,2,493.28,5,3,3,533,11,Loyal Customers
369,1,343.28000000000003,1,2,2,122,5,At Risk / Hibernating
312,5,501.39000000000004,1,4,3,143,8,Potential Loyalist
199,4,514.08,1,4,3,143,8,Potential Loyalist
2,2,396.48,5,3,2,532,10,Potential Loyalist
93,1,349.35,2,2,2,222,6,At Risk / Hibernating
60,1,181.09,3,2,1,321,6,At Risk / Hibernating
81,1,162.64,2,2,1,221,5,At Risk / Hibernating
157,2,427.57,2,3,2,232,7,At Risk / Hibernating
227,1,521.97,1,2,3,123,6,At Risk / Hibernating
253,2,262.9,1,3,2,132,6,At Risk / Hibernating
150,1,179.17,2,2,1,221,5,At Risk / Hibernating
194,2,222.05,1,3,1,131,5,At Risk / Hibernating
1,5,1388.88,5,4,4,544,13,Loyal Customers
369,1,56.25,1,2,1,121,4,Lost
24,1,351.11,4,2,2,422,8,Potential Loyalist
17,3,361.9,4,4,2,442,10,Potential Loyalist
10,7,5126.76,5,5,5,555,15,Champions
8,1,164.68,5,2,1,521,8,Potential Loyalist
20,7,1567.69,4,5,4,454,13,Loyal Customers
4,3,966.6,5,4,4,544,13,Loyal Customers
174,1,191.94,2,2,1,221,5,At Risk / Hibernating
1,8,1232.18,5,5,4,554,14,Champions
178,2,264.62,2,3,2,232,7,At Risk / Hibernating
16,8,1528.09,4,5,4,454,13,Loyal Customers
248,1,123.1,1,2,1,121,4,Lost
191,2,334.23,1,3,2,132,6,At Risk / Hibernating
20,2,639.89,4,3,3,433,10,Potential Loyalist
154,3,163.55,2,4,1,241,7,At Risk / Hibernating
173,1,336.03000000000003,2,2,2,222,6,At Risk / Hibernating
373,1,369.5,1,2,2,122,5,At Risk / Hibernating
373,1,127.08,1,2,1,121,4,Lost
194,1,207.15,1,2,1,121,4,Lost
67,1,426.63,3,2,2,322,7,At Risk / Hibernating
4,8,2495.87,5,5,5,555,15,Champions
21,3,1107.46,4,4,4,444,12,Loyal Customers
239,1,108.03999999999999,1,2,1,121,4,Lost
64,1,145.35,3,2,1,321,6,At Risk / Hibernating
112,5,404.58,2,4,2,242,8,Potential Loyalist
90,14,6100.01,2,5,5,255,12,Loyal Customers
311,1,35.8,1,2,1,121,4,Lost
134,1,337.44,2,2,2,222,6,At Risk / Hibernating
277,1,325.1,1,2,2,122,5,At Risk / Hibernating
365,1,181.0,1,2,1,121,4,Lost
83,1,1708.24,2,2,4,224,8,Potential Loyalist
8,2,955.24,5,3,4,534,12,Loyal Customers
17,2,364.72,4,3,2,432,9,Potential Loyalist
32,4,1765.51,4,4,4,444,12,Loyal Customers
9,2,708.22,5,3,3,533,11,Loyal Customers
34,4,806.57,3,4,3,343,10,Potential Loyalist
15,8,1659.3799999999999,4,5,4,454,13,Loyal Customers
24,14,4416.26,4,5,5,455,14,Champions
32,1,428.89,4,2,2,422,8,Potential Loyalist
74,1,104.35,2,2,1,221,5,At Risk / Hibernating
20,2,470.76,4,3,2,432,9,Potential Loyalist
17,4,845.64,4,4,3,443,11,Loyal Customers
23,2,418.83,4,3,2,432,9,Potential Loyalist
3,3,666.1,5,4,3,543,12,Loyal Customers
304,1,314.1,1,2,2,122,5,At Risk / Hibernating
18,12,4194.9,4,5,5,455,14,Champions
367,1,307.82000000000005,1,2,2,122,5,At Risk / Hibernating
39,7,3442.15,3,5,5,355,13,Loyal Customers
84,1,371.01,2,2,2,222,6,At Risk / Hibernating
165,2,430.94,2,3,2,232,7,At Risk / Hibernating
17,2,1054.73,4,3,4,434,11,Loyal Customers
77,1,1098.78,2,2,4,224,8,Potential Loyalist
89,3,2398.86,2,4,5,245,11,Loyal Customers
25,8,3408.48,4,5,5,455,14,Champions
22,4,1475.02,4,4,4,444,12,Loyal Customers
3,10,2837.67,5,5,5,555,15,Champions
123,2,1142.42,2,3,4,234,9,Potential Loyalist
30,1,168.12,4,2,1,421,7,At Risk / Hibernating
12,7,1451.28,5,5,4,554,14,Champions
19,1,158.03,4,2,1,421,7,At Risk / Hibernating
44,2,792.11,3,3,3,333,9,Potential Loyalist
4,1,41.989999999999995,5,2,1,521,8,Potential Loyalist
9,7,2788.87,5,5,5,555,15,Champions
55,1,427.07,3,2,2,322,7,At Risk / Hibernating
88,6,1060.68,2,5,4,254,11,Loyal Customers
37,5,3089.97,3,4,5,345,12,Loyal Customers
3,3,12393.7,5,4,5,545,14,Champions
30,5,2735.37,4,4,5,445,13,Loyal Customers
12,4,615.39,5,4,3,543,12,Loyal Customers
211,1,101.4,1,2,1,121,4,Lost
48,4,1701.94,3,4,4,344,11,Loyal Customers
24,3,478.78,4,4,2,442,10,Potential Loyalist
22,4,992.71,4,4,4,444,12,Loyal Customers
246,3,407.5,1,4,2,142,7,At Risk / Hibernating
8,16,3362.71,5,5,5,555,15,Champions
35,3,1415.29,3,4,4,344,11,Loyal Customers
4,47,37130.6,5,5,5,555,15,Champions
38,3,662.38,3,4,3,343,10,Potential Loyalist
4,3,705.1,5,4,3,543,12,Loyal Customers
3,8,1508.76,5,5,4,554,14,Champions
47,1,211.88,3,2,1,321,6,At Risk / Hibernating
39,2,408.90000000000003,3,3,2,332,8,Potential Loyalist
47,9,3786.2400000000002,3,5,5,355,13,Loyal Customers
17,3,851.01,4,4,3,443,11,Loyal Customers
260,1,628.28,1,2,3,123,6,At Risk / Hibernating
46,3,719.81,3,4,3,343,10,Potential Loyalist
12,1,245.96,5,2,1,521,8,Potential Loyalist
30,1,439.65999999999997,4,2,2,422,8,Potential Loyalist
43,1,236.09,3,2,1,321,6,At Risk / Hibernating
92,6,934.62,2,5,4,254,11,Loyal Customers
39,62,72882.09,3,5,5,355,13,Loyal Customers
310,1,331.24,1,2,2,122,5,At Risk / Hibernating
92,2,548.94,2,3,3,233,8,Potential Loyalist
6,20,8816.4,5,5,5,555,15,Champions
196,3,437.7,1,4,2,142,7,At Risk / Hibernating
87,2,758.92,2,3,3,233,8,Potential Loyalist
270,3,855.02,1,4,3,143,8,Potential Loyalist
8,3,471.78000000000003,5,4,2,542,11,Loyal Customers
65,3,1313.55,3,4,4,344,11,Loyal Customers
31,3,3166.4,4,4,5,445,13,Loyal Customers
22,5,1197.27,4,4,4,444,12,Loyal Customers
38,4,773.99,3,4,3,343,10,Potential Loyalist
120,4,1340.7,2,4,4,244,10,Potential Loyalist
373,2,256.44,1,3,2,132,6,At Risk / Hibernating
40,3,1111.79,3,4,4,344,11,Loyal Customers
174,1,137.9,2,2,1,221,5,At Risk / Hibernating
54,1,362.06,3,2,2,322,7,At Risk / Hibernating
